Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776382162,80,,Aggregated,147.200000,116.900000,280,300,310,320,360,510,690,1100,6200,6400,6400,14674,11243,280,332.80819590434015,239.97640000015963,6422.056900002644,35.9936622597792
1776382163,80,,Aggregated,146.200000,116.700000,280,300,310,320,360,500,690,1000,6200,6400,6400,14819,11358,280,332.2538338552033,239.97640000015963,6422.056900002644,35.99777312909103
1776382164,80,,Aggregated,145.400000,116.400000,280,300,310,320,360,500,680,1000,6200,6400,6400,14972,11483,280,331.68543393002005,239.97640000015963,6422.056900002644,36.0086160833556
1776382165,80,,Aggregated,145.500000,117.200000,280,300,310,320,360,500,680,1000,6200,6400,6400,15124,11605,280,331.1365408291575,239.97640000015963,6422.056900002644,36.01527373710658
1776382166,80,,Aggregated,145.000000,116.700000,280,300,310,310,360,500,680,1000,6200,6400,6400,15274,11721,280,330.6386544258305,239.97640000015963,6422.056900002644,36.01394526646589
1776382167,80,,Aggregated,147.600000,118.700000,280,300,310,310,350,500,670,1000,6200,6400,6400,15422,11838,280,330.1369705615375,239.97640000015963,6422.056900002644,36.017118402282456
1776382168,80,,Aggregated,146.600000,117.900000,280,300,310,320,360,500,670,1000,6200,6400,6400,15550,11938,280,330.45078336335445,239.97640000015963,6422.056900002644,36.01774919614148
1776382169,80,,Aggregated,146.600000,117.000000,280,300,310,320,360,500,660,1000,6200,6400,6400,15700,12052,280,329.93447280893304,239.97640000015963,6422.056900002644,36.01299363057325
1776382170,80,,Aggregated,147.200000,117.700000,280,300,310,310,360,500,660,1000,6200,6400,6400,15848,12167,280,329.43951741546067,239.97640000015963,6422.056900002644,36.0126829883897
1776382171,80,,Aggregated,145.000000,115.800000,280,300,310,310,350,500,660,1000,6200,6400,6400,15997,12283,280,328.9577273801476,239.97640000015963,6422.056900002644,36.01275239107333
1776382172,80,,Aggregated,144.800000,114.200000,280,300,310,310,350,500,650,990,6200,6400,6400,16152,12414,280,328.4999690069525,239.97640000015963,6422.056900002644,36.03008915304606
1776382173,80,,Aggregated,146.200000,115.500000,280,290,310,310,350,500,650,990,6200,6400,6400,16298,12531,280,328.0183566450007,239.97640000015963,6422.056900002644,36.03552583139035
1776382174,80,,Aggregated,146.500000,115.100000,280,290,310,310,350,490,650,980,6200,6400,6400,16446,12649,280,327.5789020734677,239.97640000015963,6422.056900002644,36.03994892375046
1776382175,80,,Aggregated,146.800000,116.300000,280,290,310,310,350,500,650,980,6200,6400,6400,16570,12745,280,327.59828772482064,239.97640000015963,6422.056900002644,36.038925769462885
1776382176,80,,Aggregated,146.900000,116.600000,280,300,310,310,350,500,640,960,6200,6400,6400,16714,12861,280,327.5593481991297,239.97640000015963,6422.056900002644,36.04505205217183
1776382177,80,,Aggregated,146.500000,115.800000,280,290,310,310,350,500,640,950,6200,6400,6400,16859,12981,280,327.17115173499434,239.97640000015963,6422.056900002644,36.05623109318465
1776382178,80,,Aggregated,143.800000,113.300000,280,290,310,310,350,500,640,940,6200,6400,6400,17015,13106,280,326.7144961504706,239.97640000015963,6422.056900002644,36.06153394064061
1776382180,80,,Aggregated,143.100000,113.700000,280,290,310,310,350,490,640,930,6200,6400,6400,17165,13226,280,326.3066918904861,239.97640000015963,6422.056900002644,36.0662394407224
1776382181,80,,Aggregated,145.900000,116.300000,280,290,310,310,350,490,640,920,6200,6400,6400,17311,13345,280,325.88977315581457,239.97640000015963,6422.056900002644,36.07417249147941
1776382182,80,,Aggregated,145.700000,117.000000,280,290,310,310,340,490,630,920,6200,6400,6400,17465,13469,280,325.4645489607921,239.97640000015963,6422.056900002644,36.08004580589751
1776382183,80,,Aggregated,145.300000,117.000000,280,290,310,310,340,490,630,910,6200,6400,6400,17605,13574,280,325.113983805748,239.97640000015963,6422.056900002644,36.07344504402158
1776382184,80,,Aggregated,146.100000,118.000000,280,290,310,310,350,490,630,910,6200,6400,6400,17733,13678,280,325.4629743077999,239.97640000015963,6422.056900002644,36.079681948908814
1776382185,80,,Aggregated,145.000000,115.800000,280,290,310,310,350,490,630,910,6200,6400,6400,17885,13797,280,325.03711904949415,239.97640000015963,6422.056900002644,36.08017892088342
1776382186,80,,Aggregated,142.800000,114.300000,280,290,310,310,350,490,630,900,6200,6400,6400,18039,13920,280,324.6572351793484,239.97640000015963,6422.056900002644,36.0843173124896
1776382187,80,,Aggregated,143.300000,114.400000,280,290,310,310,340,490,630,890,6200,6400,6400,18180,14028,280,324.2888211111173,239.97640000015963,6422.056900002644,36.08118811881188
1776382188,80,,Aggregated,146.700000,117.300000,280,290,310,310,340,490,630,890,6200,6400,6400,18327,14145,280,323.9277751732442,239.97640000015963,6422.056900002644,36.084465542642
1776382189,80,,Aggregated,146.000000,116.100000,280,290,310,310,340,490,620,890,6200,6400,6400,18484,14272,280,323.52826883792017,239.97640000015963,6422.056900002644,36.09088941787492
1776382190,80,,Aggregated,146.300000,116.200000,280,290,310,310,340,480,620,890,6200,6400,6400,18633,14393,280,323.1529241077705,239.97640000015963,6422.056900002644,36.097568829496055
1776382191,80,,Aggregated,146.500000,116.200000,280,290,310,310,350,490,620,880,6200,6400,6400,18756,14501,280,323.5454983631886,239.97640000015963,6422.056900002644,36.11468330134357
1776382192,80,,Aggregated,146.000000,116.300000,280,290,310,310,340,490,620,870,6200,6400,6400,18908,14617,280,323.18096110641494,239.97640000015963,6422.056900002644,36.11058811085255
1776382193,80,,Aggregated,144.200000,115.300000,280,290,310,310,340,480,620,870,6100,6400,6400,19054,14736,280,322.83602758476644,239.97640000015963,6422.056900002644,36.11745565235646
1776382194,80,,Aggregated,144.000000,114.600000,280,290,310,310,340,480,620,860,6100,6400,6400,19202,14861,280,322.4999361889492,239.97640000015963,6422.056900002644,36.13045516092074
1776382195,80,,Aggregated,144.000000,115.400000,280,290,310,310,340,480,610,860,6100,6400,6400,19354,14980,280,322.13551679240726,239.97640000015963,6422.056900002644,36.130515655678415
1776382196,80,,Aggregated,145.900000,117.400000,280,290,310,310,340,480,610,860,6100,6400,6400,19505,15099,280,321.79296121508213,239.97640000015963,6422.056900002644,36.13165854908998
1776382197,80,,Aggregated,145.500000,116.900000,280,290,300,310,340,480,610,860,6100,6400,6400,19646,15213,280,321.47595998167907,239.97640000015963,6422.056900002644,36.13666904204418
1776382198,80,,Aggregated,145.600000,117.200000,280,290,310,310,340,480,610,850,6100,6400,6400,19773,15308,280,321.46050505741266,239.97640000015963,6422.056900002644,36.13063268092854
1776382199,80,,Aggregated,146.300000,118.300000,280,290,310,310,340,480,610,850,6100,6400,6400,19924,15429,280,321.4207993776426,239.97640000015963,6422.056900002644,36.13446095161614
1776382200,80,,Aggregated,143.000000,114.800000,280,290,310,310,340,480,610,850,5700,6400,6400,20081,15557,280,321.0757365121298,239.97640000015963,6422.056900002644,36.14132762312634
