Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776382201,80,,Aggregated,143.000000,114.800000,280,290,310,310,340,480,610,850,5700,6400,6400,20228,15665,280,320.76931916650295,239.97640000015963,6422.056900002644,36.13184694482895
1776382202,80,,Aggregated,144.700000,116.000000,280,290,300,310,340,480,610,850,5700,6400,6400,20379,15790,280,320.4329593503181,239.97640000015963,6422.056900002644,36.140880317974386
1776382203,80,,Aggregated,145.800000,115.700000,280,290,300,310,340,480,610,840,5700,6400,6400,20532,15910,280,320.1034411017021,239.97640000015963,6422.056900002644,36.14114552893045
1776382204,80,,Aggregated,146.000000,116.300000,280,290,300,310,340,480,610,830,5700,6400,6400,20676,16030,280,319.8244159895589,239.97640000015963,6422.056900002644,36.150609402205454
1776382205,80,,Aggregated,146.300000,116.200000,280,290,300,310,340,470,600,830,5700,6400,6400,20813,16137,280,319.5500611060457,239.97640000015963,6422.056900002644,36.150194589919764
1776382206,80,,Aggregated,146.600000,116.100000,280,290,300,310,340,480,610,830,5700,6400,6400,20951,16254,280,320.03151929263976,239.97640000015963,6422.056900002644,36.16166292778388
1776382207,80,,Aggregated,146.400000,116.500000,280,290,300,310,340,480,600,830,5600,6400,6400,21097,16374,280,319.74471352799554,239.97640000015963,6422.056900002644,36.168791771341894
1776382208,80,,Aggregated,142.700000,113.600000,280,290,300,310,340,480,600,820,5600,6400,6400,21242,16491,280,319.45984752848716,239.97640000015963,6422.056900002644,36.17300630825723
1776382209,80,,Aggregated,143.200000,114.600000,280,290,300,310,340,480,600,820,5600,6400,6400,21382,16598,280,319.1943024880803,239.97640000015963,6422.056900002644,36.16948835469086
1776382210,80,,Aggregated,146.800000,118.400000,280,290,300,310,340,480,600,810,5600,6400,6400,21535,16720,280,318.9205289714463,239.97640000015963,6422.056900002644,36.172045507313676
1776382211,80,,Aggregated,145.400000,116.900000,280,290,300,310,340,470,600,810,5600,6400,6400,21678,16829,280,318.66582877571955,239.97640000015963,6422.056900002644,36.1681428176031
1776382212,80,,Aggregated,143.900000,115.300000,280,290,300,310,340,470,600,810,5600,6400,6400,21826,16951,280,318.4005099285237,239.97640000015963,6422.056900002644,36.17552460368368
1776382213,80,,Aggregated,144.600000,115.700000,280,290,300,310,340,470,600,810,5600,6400,6400,21961,17064,280,318.50340708983936,239.97640000015963,6422.056900002644,36.18428122580939
1776382214,80,,Aggregated,144.100000,115.900000,280,290,300,310,340,470,600,800,5600,6400,6400,22115,17189,280,318.2169777843057,239.97640000015963,6422.056900002644,36.18937372823875
1776382215,80,,Aggregated,144.100000,116.300000,280,290,300,310,340,470,600,800,5600,6400,6400,22258,17302,280,317.97647638152006,239.97640000015963,6422.056900002644,36.19031359511187
1776382216,80,,Aggregated,143.100000,115.200000,280,290,300,310,340,470,590,800,5600,6400,6400,22413,17419,280,317.72375452638204,239.97640000015963,6422.056900002644,36.18471422834962
1776382217,80,,Aggregated,143.400000,115.400000,280,290,300,310,330,470,590,790,5600,6400,6400,22564,17532,280,317.447832986167,239.97640000015963,6422.056900002644,36.17815990072682
1776382218,80,,Aggregated,146.200000,117.200000,280,290,300,310,330,470,590,780,5600,6400,6400,22706,17646,280,317.1933700167362,239.97640000015963,6422.056900002644,36.18127367215714
1776382219,80,,Aggregated,145.600000,114.800000,280,290,300,310,330,470,590,780,5600,6400,6400,22863,17771,280,316.9197162839502,239.97640000015963,6422.056900002644,36.183440493373574
1776382220,80,,Aggregated,146.600000,115.400000,280,290,300,310,340,470,590,780,5600,6400,6400,22982,17868,280,317.34065426855545,239.97640000015963,6422.056900002644,36.18771212253068
1776382221,80,,Aggregated,147.200000,116.400000,280,290,300,310,340,470,590,770,5600,6400,6400,23136,17986,280,317.0910854123432,239.97640000015963,6422.056900002644,36.18438796680498
1776382222,80,,Aggregated,145.500000,115.700000,280,290,300,310,340,470,590,770,5600,6400,6400,23286,18097,280,316.8271758266748,239.97640000015963,6422.056900002644,36.17662973460448
1776382223,80,,Aggregated,145.400000,115.500000,280,290,300,310,330,470,590,770,5600,6400,6400,23439,18219,280,316.56896701224247,239.97640000015963,6422.056900002644,36.17893254831691
1776382224,80,,Aggregated,145.000000,113.800000,280,290,300,310,330,470,580,760,5600,6400,6400,23583,18339,280,316.3316831107172,239.97640000015963,6422.056900002644,36.18699910952805
1776382225,80,,Aggregated,145.800000,114.000000,280,290,300,310,330,460,580,750,5600,6400,6400,23737,18463,280,316.10642122003804,239.97640000015963,6422.056900002644,36.19058853267052
1776382226,80,,Aggregated,146.600000,114.800000,280,290,300,310,330,460,580,750,5600,6400,6400,23878,18576,280,315.91611325906695,239.97640000015963,6422.056900002644,36.193232264008714
1776382227,80,,Aggregated,146.600000,115.300000,280,290,300,310,330,460,580,750,5600,6400,6400,24021,18694,280,316.00250223138113,239.97640000015963,6422.056900002644,36.19970026227051
1776382228,80,,Aggregated,146.700000,115.500000,280,290,300,310,330,460,580,740,5600,6400,6400,24174,18813,280,315.76791756018554,239.97640000015963,6422.056900002644,36.19843633655994
1776382229,80,,Aggregated,144.900000,115.600000,280,290,300,310,330,460,580,740,5600,6400,6400,24322,18927,280,315.5358513444589,239.97640000015963,6422.056900002644,36.19599539511553
